CMS Chronic Conditions Data Warehouse (CCW) Data Dictionary
Value Modifier Practice-Level RIF / Performance Year 2016
Version - August 2018
Variable Name	Variable Label (Short Description)	Long Description	Position	Format	Length	Notes
O_RATE_ACCPIN2PQRS_QCDR_NEHR	Standardized score for PQRS ACCPin 2 (QCDR Non-eCQM)	Standardized performance score for PQRS ACCPin 2 (QCDR Non-eCQM) (Effective Clinical Care)	5860	Num	8	
O_RATE_ACCPIN3PQRS_IEP_NEHR	Standardized score for PQRS ACCPin 3 (IEP Non-eCQM)	Standardized performance score for PQRS ACCPin 3 (IEP Non-eCQM) (Communication and Care Coordination)	5861	Num	8	
O_RATE_ACCPIN3PQRS_QCDR_NEHR	Standardized score for PQRS ACCPin 3 (QCDR Non-eCQM)	Standardized performance score for PQRS ACCPin 3 (QCDR Non-eCQM) (Communication and Care Coordination)	5862	Num	8	
O_RATE_ACCPIN4PQRS_IEP_NEHR	Standardized score for PQRS ACCPin 4 (IEP Non-eCQM)	Standardized performance score for PQRS ACCPin 4 (IEP Non-eCQM) (Patient Safety)	5863	Num	8	
O_RATE_ACCPIN4PQRS_QCDR_NEHR	Standardized score for PQRS ACCPin 4 (QCDR Non-eCQM)	Standardized performance score for PQRS ACCPin 4 (QCDR Non-eCQM) (Patient Safety)	5864	Num	8	
O_RATE_ACCPIN5PQRS_IEP_NEHR	Standardized score for PQRS ACCPin 5 (IEP Non-eCQM)	Standardized performance score for PQRS ACCPin 5 (IEP Non-eCQM) (Effective Clinical Care)	5865	Num	8	
O_RATE_ACCPIN5PQRS_QCDR_NEHR	Standardized score for PQRS ACCPin 5 (QCDR Non-eCQM)	Standardized performance score for PQRS ACCPin 5 (QCDR Non-eCQM) (Effective Clinical Care)	5866	Num	8	
O_RATE_ACCPIN6PQRS_IEP_NEHR	Standardized score for PQRS ACCPin 6 (IEP Non-eCQM)	Standardized performance score for PQRS ACCPin 6 (IEP Non-eCQM) (Communication and Care Coordination)	5867	Num	8	
O_RATE_ACEP19PQRS_IEP_NEHR	Standardized score for PQRS ACEP 19 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 19 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5868	Num	8	
O_RATE_ACEP19PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 19 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 19 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5869	Num	8	
O_RATE_ACEP21PQRS_IEP_NEHR	Standardized score for PQRS ACEP 21 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 21 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5870	Num	8	
O_RATE_ACEP21PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 21 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 21 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5871	Num	8	
O_RATE_ACEP22PQRS_IEP_NEHR	Standardized score for PQRS ACEP 22 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 22 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5872	Num	8	
O_RATE_ACEP22PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 22 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 22 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5873	Num	8	
O_RATE_ACEP23PQRS_IEP_NEHR	Standardized score for PQRS ACEP 23 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 23 (IEP Non-eCQM) (Patient Safety)	5874	Num	8	
O_RATE_ACEP23PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 23 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 23 (QCDR Non-eCQM) (Patient Safety)	5875	Num	8	
O_RATE_ACEP24PQRS_IEP_NEHR	Standardized score for PQRS ACEP 24 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 24 (IEP Non-eCQM) (Patient Safety)	5876	Num	8	
O_RATE_ACEP24PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 24 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 24 (QCDR Non-eCQM) (Patient Safety)	5877	Num	8	
O_RATE_ACEP25PQRS_IEP_NEHR	Standardized score for PQRS ACEP 25 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 25 (IEP Non-eCQM) (Community/Population Health)	5878	Num	8	
O_RATE_ACEP25PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 25 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 25 (QCDR Non-eCQM) (Community/Population Health)	5879	Num	8	
O_RATE_ACEP26PQRS_IEP_NEHR	Standardized score for PQRS ACEP 26 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 26 (IEP Non-eCQM) (Patient Safety)	5880	Num	8	
O_RATE_ACEP26PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 26 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 26 (QCDR Non-eCQM) (Patient Safety)	5881	Num	8	
O_RATE_ACEP27PQRS_IEP_NEHR	Standardized score for PQRS ACEP 27 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 27 (IEP Non-eCQM) (Patient Safety)	5882	Num	8	
O_RATE_ACEP27PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 27 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 27 (QCDR Non-eCQM) (Patient Safety)	5883	Num	8	
O_RATE_ACEP28PQRS_IEP_NEHR	Standardized score for PQRS ACEP 28 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 28 (IEP Non-eCQM) (Patient Safety)	5884	Num	8	
O_RATE_ACEP28PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 28 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 28 (QCDR Non-eCQM) (Patient Safety)	5885	Num	8	
O_RATE_ACEP32PQRS_IEP_NEHR	Standardized score for PQRS ACEP 32 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 32 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5886	Num	8	
O_RATE_ACEP32PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 32 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 32 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5887	Num	8	
O_RATE_ACEP33PQRS_IEP_NEHR	Standardized score for PQRS ACEP 33 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 33 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5888	Num	8	
O_RATE_ACEP33PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 33 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 33 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5889	Num	8	
O_RATE_ACEP34PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 34 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 34 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5890	Num	8	
O_RATE_ACEP35PQRS_IEP_NEHR	Standardized score for PQRS ACEP 35 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 35 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5891	Num	8	
O_RATE_ACEP35PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 35 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 35 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5892	Num	8	
O_RATE_ACEP36PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 36 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 36 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5893	Num	8	
O_RATE_ACEP37PQRS_IEP_NEHR	Standardized score for PQRS ACEP 37 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 37 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5894	Num	8	
O_RATE_ACEP37PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 37 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 37 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5895	Num	8	
O_RATE_ACEP38PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 38 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 38 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5896	Num	8	
O_RATE_ACEP39PQRS_IEP_NEHR	Standardized score for PQRS ACEP 39 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 39 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5897	Num	8	
O_RATE_ACEP40PQRS_IEP_NEHR	Standardized score for PQRS ACEP 40 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 40 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5898	Num	8	
O_RATE_ACEP40PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 40 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 40 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5899	Num	8	
O_RATE_ACEP41PQRS_IEP_NEHR	Standardized score for PQRS ACEP 41 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 41 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5900	Num	8	
O_RATE_ACEP41PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 41 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 41 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5901	Num	8	
O_RATE_ACEP43PQRS_IEP_NEHR	Standardized score for PQRS ACEP 43 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 43 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5902	Num	8	
O_RATE_ACEP43PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 43 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 43 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5903	Num	8	
O_RATE_ACEP44PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 44 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 44 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5904	Num	8	
O_RATE_ACEP45PQRS_IEP_NEHR	Standardized score for PQRS ACEP 45 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 45 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5905	Num	8	
O_RATE_ACEP45PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 45 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 45 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5906	Num	8	
O_RATE_ACEP46PQRS_QCDR_NEHR	Standardized score for PQRS ACEP 46 (QCDR Non-eCQM)	Standardized performance score for PQRS ACEP 46 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5907	Num	8	
O_RATE_ACEP47PQRS_IEP_NEHR	Standardized score for PQRS ACEP 47 (IEP Non-eCQM)	Standardized performance score for PQRS ACEP 47 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5908	Num	8	
O_RATE_ACR1PQRS_IEP_NEHR	Standardized score for PQRS ACR 1 (IEP Non-eCQM)	Standardized performance score for PQRS ACR 1 (IEP Non-eCQM) (Effective Clinical Care)	5909	Num	8	
O_RATE_ACR1PQRS_QCDR_NEHR	Standardized score for PQRS ACR 1 (QCDR Non-eCQM)	Standardized performance score for PQRS ACR 1 (QCDR Non-eCQM) (Effective Clinical Care)	5910	Num	8	
O_RATE_ACR2PQRS_IEP_NEHR	Standardized score for PQRS ACR 2 (IEP Non-eCQM)	Standardized performance score for PQRS ACR 2 (IEP Non-eCQM) (Effective Clinical Care)	5911	Num	8	
O_RATE_ACR2PQRS_QCDR_NEHR	Standardized score for PQRS ACR 2 (QCDR Non-eCQM)	Standardized performance score for PQRS ACR 2 (QCDR Non-eCQM) (Effective Clinical Care)	5912	Num	8	
O_RATE_ACR3PQRS_IEP_NEHR	Standardized score for PQRS ACR 3 (IEP Non-eCQM)	Standardized performance score for PQRS ACR 3 (IEP Non-eCQM) (Effective Clinical Care)	5913	Num	8	
O_RATE_ACR3PQRS_QCDR_NEHR	Standardized score for PQRS ACR 3 (QCDR Non-eCQM)	Standardized performance score for PQRS ACR 3 (QCDR Non-eCQM) (Effective Clinical Care)	5914	Num	8	
O_RATE_ACR4PQRS_IEP_NEHR	Standardized score for PQRS ACR 4 (IEP Non-eCQM)	Standardized performance score for PQRS ACR 4 (IEP Non-eCQM) (Patient Safety)	5915	Num	8	
O_RATE_ACR4PQRS_QCDR_NEHR	Standardized score for PQRS ACR 4 (QCDR Non-eCQM)	Standardized performance score for PQRS ACR 4 (QCDR Non-eCQM) (Patient Safety)	5916	Num	8	
O_RATE_ACR5PQRS_IEP_NEHR	Standardized score for PQRS ACR 5 (IEP Non-eCQM)	Standardized performance score for PQRS ACR 5 (IEP Non-eCQM) (Effective Clinical Care)	5917	Num	8	
O_RATE_ACR5PQRS_QCDR_NEHR	Standardized score for PQRS ACR 5 (QCDR Non-eCQM)	Standardized performance score for PQRS ACR 5 (QCDR Non-eCQM) (Effective Clinical Care)	5918	Num	8	
O_RATE_ACR6PQRS_IEP_NEHR	Standardized score for PQRS ACR 6 (IEP Non-eCQM)	Standardized performance score for PQRS ACR 6 (IEP Non-eCQM) (Effective Clinical Care)	5919	Num	8	
O_RATE_ACR6PQRS_QCDR_NEHR	Standardized score for PQRS ACR 6 (QCDR Non-eCQM)	Standardized performance score for PQRS ACR 6 (QCDR Non-eCQM) (Effective Clinical Care)	5920	Num	8	
O_RATE_ACR7PQRS_IEP_NEHR	Standardized score for PQRS ACR 7 (IEP Non-eCQM)	Standardized performance score for PQRS ACR 7 (IEP Non-eCQM) (Effective Clinical Care)	5921	Num	8	
O_RATE_ACR8PQRS_IEP_NEHR	Standardized score for PQRS ACR 8 (IEP Non-eCQM)	Standardized performance score for PQRS ACR 8 (IEP Non-eCQM) (Effective Clinical Care)	5922	Num	8	
O_RATE_ACR8PQRS_QCDR_NEHR	Standardized score for PQRS ACR 8 (QCDR Non-eCQM)	Standardized performance score for PQRS ACR 8 (QCDR Non-eCQM) (Effective Clinical Care)	5923	Num	8	
O_RATE_ACRAD10PQRS_IEP_NEHR	Standardized score for PQRS ACRad 10 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 10 (IEP Non-eCQM) (Patient Safety)	5924	Num	8	
O_RATE_ACRAD10PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 10 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 10 (QCDR Non-eCQM) (Patient Safety)	5925	Num	8	
O_RATE_ACRAD11PQRS_IEP_NEHR	Standardized score for PQRS ACRad 11 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 11 (IEP Non-eCQM) (Patient Safety)	5926	Num	8	
O_RATE_ACRAD11PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 11 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 11 (QCDR Non-eCQM) (Patient Safety)	5927	Num	8	
O_RATE_ACRAD12PQRS_IEP_NEHR	Standardized score for PQRS ACRad 12 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 12 (IEP Non-eCQM) (Patient Safety)	5928	Num	8	
O_RATE_ACRAD12PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 12 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 12 (QCDR Non-eCQM) (Patient Safety)	5929	Num	8	
O_RATE_ACRAD13PQRS_IEP_NEHR	Standardized score for PQRS ACRad 13 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 13 (IEP Non-eCQM) (Patient Safety)	5930	Num	8	
O_RATE_ACRAD13PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 13 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 13 (QCDR Non-eCQM) (Patient Safety)	5931	Num	8	
O_RATE_ACRAD14PQRS_IEP_NEHR	Standardized score for PQRS ACRad 14 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 14 (IEP Non-eCQM) (Patient Safety)	5932	Num	8	
O_RATE_ACRAD14PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 14 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 14 (QCDR Non-eCQM) (Patient Safety)	5933	Num	8	
O_RATE_ACRAD15PQRS_IEP_NEHR	Standardized score for PQRS ACRad 15 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 15 (IEP Non-eCQM) (Communication and Care Coordination)	5934	Num	8	
O_RATE_ACRAD15PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 15 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 15 (QCDR Non-eCQM) (Communication and Care Coordination)	5935	Num	8	
O_RATE_ACRAD16PQRS_IEP_NEHR	Standardized score for PQRS ACRad 16 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 16 (IEP Non-eCQM) (Communication and Care Coordination)	5936	Num	8	
O_RATE_ACRAD16PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 16 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 16 (QCDR Non-eCQM) (Communication and Care Coordination)	5937	Num	8	
O_RATE_ACRAD17PQRS_IEP_NEHR	Standardized score for PQRS ACRad 17 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 17 (IEP Non-eCQM) (Communication and Care Coordination)	5938	Num	8	
O_RATE_ACRAD17PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 17 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 17 (QCDR Non-eCQM) (Communication and Care Coordination)	5939	Num	8	
O_RATE_ACRAD18PQRS_IEP_NEHR	Standardized score for PQRS ACRad 18 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 18 (IEP Non-eCQM) (Communication and Care Coordination)	5940	Num	8	
O_RATE_ACRAD18PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 18 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 18 (QCDR Non-eCQM) (Communication and Care Coordination)	5941	Num	8	
O_RATE_ACRAD19PQRS_IEP_NEHR	Standardized score for PQRS ACRad 19 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 19 (IEP Non-eCQM) (Communication and Care Coordination)	5942	Num	8	
O_RATE_ACRAD19PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 19 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 19 (QCDR Non-eCQM) (Communication and Care Coordination)	5943	Num	8	
O_RATE_ACRAD1PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 1 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 1 (QCDR Non-eCQM) (Effective Clinical Care)	5944	Num	8	
O_RATE_ACRAD20PQRS_IEP_NEHR	Standardized score for PQRS ACRad 20 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 20 (IEP Non-eCQM) (Patient Safety)	5945	Num	8	
O_RATE_ACRAD20PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 20 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 20 (QCDR Non-eCQM) (Patient Safety)	5946	Num	8	
O_RATE_ACRAD22PQRS_IEP_NEHR	Standardized score for PQRS ACRad 22 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 22 (IEP Non-eCQM) (Effective Clinical Care)	5947	Num	8	
O_RATE_ACRAD22PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 22 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 22 (QCDR Non-eCQM) (Effective Clinical Care)	5948	Num	8	
O_RATE_ACRAD23PQRS_IEP_NEHR	Standardized score for PQRS ACRad 23 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 23 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5949	Num	8	
O_RATE_ACRAD23PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 23 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 23 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5950	Num	8	
O_RATE_ACRAD2PQRS_IEP_NEHR	Standardized score for PQRS ACRad 2 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 2 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5951	Num	8	
O_RATE_ACRAD2PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 2 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 2 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5952	Num	8	
O_RATE_ACRAD3PQRS_IEP_NEHR	Standardized score for PQRS ACRad 3 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 3 (IEP Non-eCQM) (Effective Clinical Care)	5953	Num	8	
O_RATE_ACRAD4PQRS_IEP_NEHR	Standardized score for PQRS ACRad 4 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 4 (IEP Non-eCQM) (Effective Clinical Care)	5954	Num	8	
O_RATE_ACRAD5PQRS_IEP_NEHR	Standardized score for PQRS ACRad 5 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 5 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5955	Num	8	
O_RATE_ACRAD5PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 5 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 5 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5956	Num	8	
O_RATE_ACRAD6PQRS_IEP_NEHR	Standardized score for PQRS ACRad 6 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 6 (IEP Non-eCQM) (Effective Clinical Care)	5957	Num	8	
O_RATE_ACRAD6PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 6 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 6 (QCDR Non-eCQM) (Effective Clinical Care)	5958	Num	8	
O_RATE_ACRAD7PQRS_IEP_NEHR	Standardized score for PQRS ACRad 7 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 7 (IEP Non-eCQM) (Effective Clinical Care)	5959	Num	8	
O_RATE_ACRAD7PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 7 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 7 (QCDR Non-eCQM) (Effective Clinical Care)	5960	Num	8	
O_RATE_ACRAD8PQRS_IEP_NEHR	Standardized score for PQRS ACRad 8 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 8 (IEP Non-eCQM) (Effective Clinical Care)	5961	Num	8	
O_RATE_ACRAD8PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 8 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 8 (QCDR Non-eCQM) (Effective Clinical Care)	5962	Num	8	
O_RATE_ACRAD9PQRS_IEP_NEHR	Standardized score for PQRS ACRad 9 (IEP Non-eCQM)	Standardized performance score for PQRS ACRad 9 (IEP Non-eCQM) (Patient Safety)	5963	Num	8	
O_RATE_ACRAD9PQRS_QCDR_NEHR	Standardized score for PQRS ACRad 9 (QCDR Non-eCQM)	Standardized performance score for PQRS ACRad 9 (QCDR Non-eCQM) (Patient Safety)	5964	Num	8	
O_RATE_AGA1PQRS_IEP_NEHR	Standardized score for PQRS AGA 1 (IEP Non-eCQM)	Standardized performance score for PQRS AGA 1 (IEP Non-eCQM) (Effective Clinical Care)	5965	Num	8	
O_RATE_AQI28PQRS_IEP_NEHR	Standardized score for PQRS AQI 28 (IEP Non-eCQM)	Standardized performance score for PQRS AQI 28 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5966	Num	8	
O_RATE_AQI29PQRS_IEP_NEHR	Standardized score for PQRS AQI 29 (IEP Non-eCQM)	Standardized performance score for PQRS AQI 29 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5967	Num	8	
O_RATE_AQI30PQRS_IEP_NEHR	Standardized score for PQRS AQI 30 (IEP Non-eCQM)	Standardized performance score for PQRS AQI 30 (IEP Non-eCQM) (Effective Clinical Care)	5968	Num	8	
O_RATE_AQI31PQRS_IEP_NEHR	Standardized score for PQRS AQI 31 (IEP Non-eCQM)	Standardized performance score for PQRS AQI 31 (IEP Non-eCQM) (Patient Safety)	5969	Num	8	
O_RATE_AQI32PQRS_IEP_NEHR	Standardized score for PQRS AQI 32 (IEP Non-eCQM)	Standardized performance score for PQRS AQI 32 (IEP Non-eCQM) (Patient Safety)	5970	Num	8	
O_RATE_AQI33PQRS_IEP_NEHR	Standardized score for PQRS AQI 33 (IEP Non-eCQM)	Standardized performance score for PQRS AQI 33 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5971	Num	8	
O_RATE_AQI34PQRS_IEP_NEHR	Standardized score for PQRS AQI 34 (IEP Non-eCQM)	Standardized performance score for PQRS AQI 34 (IEP Non-eCQM) (Patient Safety)	5972	Num	8	
